"Present_Tmax"	"Present_Tmin"	"LDAPS_RHmin"	"LDAPS_RHmax"	"LDAPS_Tmax_lapse"	"LDAPS_Tmin_lapse"	"LDAPS_WS"	"LDAPS_LH"	"LDAPS_CC1"	"LDAPS_CC2"	"LDAPS_CC3"	"LDAPS_CC4"	"LDAPS_PPT1"	"LDAPS_PPT2"	"LDAPS_PPT3"	"LDAPS_PPT4"	"lat"	"lon"	"DEM"	"Slope"	"Solar.radiation"	"Next_Tmax"	"Next_Tmin"
32.6	26.8	65.44898224	92.25993347	30.97938834	25.67745995	6.551054885	78.72607215	NA	0.436111406	0.065975346	0.137985139	0.022571631	NA	NA	0	37.5372	126.891	15.5876	0.1554	5335.052246	33.3	26.9
31	NA	63.46144867	NA	NA	NA	7.614276528	15.41063071	0.229858928	0.248974836	0.210263778	0.196662663	0	NA	NA	0	37.5776	127.058	NA	0.2661	NA	30.6	NA
30.3	23.7	70.31725311	92.5151062	NA	NA	NA	70.18220441	NA	NA	NA	0.450557682	NA	0.04155642	NA	NA	NA	127.085	28.7	0.6233	5852.796875	25.3	22.1
34	27.5	69.41934967	90.35401917	31.96626329	27.88712255	8.783129116	36.19044622	NA	0.524519725	0.205736661	NA	0.460158428	NA	NA	0	NA	NA	59.8324	2.6865	5199.567383	NA	28
NA	NA	NA	82.56219482	33.76362094	27.42242801	7.079085728	16.77700927	NA	0.152360042	NA	0.001359191	0	0	NA	0	37.4967	126.927	30.968	NA	5086.431152	NA	25.6
31	25	54.39257431	87.86373901	31.12414572	NA	8.320417533	94.99771603	0.406590256	0.270021596	0.032178632	0.017367655	0.011885222	NA	0	0	37.4697	126.995	NA	NA	NA	31.8	NA
26	NA	85.91029358	93.95206451	26.56067971	NA	9.644188563	NA	0.895706693	0.821294125	0.806866098	NA	3.559208213	NA	0.264247161	0	37.5237	NA	NA	NA	5734.145996	26	23.5
NA	NA	81.03896332	NA	27.23362717	23.98265556	NA	NA	0.773072259	0.879998787	0.525521162	0.690125035	9.706908427	NA	0	NA	37.4562	126.955	NA	5.1782	5631.025391	29.2	24.3
28.2	NA	63.23960114	90.74718475	29.74566593	24.68088826	NA	124.1195724	NA	0.184193276	0.256644965	0.265467182	NA	0	0	0	37.5776	126.838	12.37	0.0985	5662.053223	30.9	NA
28.9	25	NA	93.36518097	29.18523295	24.4028115	NA	91.62680356	0.921071559	0.710797905	NA	0.249827877	3.92449075	0.921125249	NA	0	37.5102	127.086	21.9668	NA	5597.311523	25.6	21.2
29.4	22.7	79.08438873	NA	NA	NA	NA	54.63726854	0.693230997	0.82163574	0.726064617	NA	0.011641199	0.096280425	0	0.017950993	NA	126.891	15.5876	NA	5801.46582	26.3	22.7
27.7	NA	NA	96.98162842	29.50526684	19.54712945	6.981138001	NA	0.170103597	NA	0.006085445	NA	NA	NA	NA	0	37.645	NA	45.716	2.5348	5845.616211	31.3	20.7
31.4	27.4	54.79848862	95.19067383	NA	25.50624477	NA	65.76996962	0.518692685	0.249147518	0.078442736	0.017309693	NA	0	0	NA	37.5237	NA	17.2956	NA	4883.712891	33.6	NA
33.3	26.1	47.15087891	90.32481384	32.84981287	26.12313307	NA	NA	0.117650647	0.104644469	0.016129777	0.001477035	NA	NA	NA	0	37.5507	127.135	35.038	NA	5086.999512	34.1	NA
27.9	23	NA	92.99118042	NA	20.99231157	8.612080872	84.3052597	0.244931122	0.250666685	NA	NA	0	NA	NA	0	37.5372	126.891	15.5876	0.1554	5840.055176	31.2	20.5
NA	20.4	39.73514557	77.44606018	29.62717743	NA	6.557073086	69.09483488	NA	0.161861131	0.39650925	0.303718148	0	0	0	0	NA	126.955	208.507	5.1782	NA	28.3	20.2
30.9	22.2	NA	NA	NA	23.03153859	6.814791689	70.16693582	0.199887615	0.190157051	0.138435317	NA	NA	0	0	NA	NA	127.004	146.554	NA	5932.124023	30.8	23
30.8	22	59.66164398	94.45873261	NA	24.39917292	7.533122947	42.45320193	0.01111935	NA	0.690381309	NA	0	NA	NA	9.135097089	NA	NA	19.5844	0.2713	5814.271973	29.9	22.7
NA	NA	46.24255371	91.37432098	32.76257045	NA	6.269477735	20.84560688	0.790838917	0.456447342	0.105342194	0.010850682	NA	NA	0	0	37.4967	126.927	30.968	NA	5832.850098	30.2	21.9
31.7	NA	58.84399033	88.76277161	32.93998405	27.5233728	9.457481047	NA	NA	0.308475965	0.103807272	0.024403703	NA	0	0	0	NA	126.938	75.0924	NA	5276.602539	NA	NA
NA	21.2	44.27713776	80.51435089	33.48544899	24.15509385	NA	53.41584849	0.128905506	NA	0.149537918	0.16095548	0	0	0	0	NA	NA	NA	NA	4838.724609	NA	21.3
NA	NA	32.47007751	85.09541321	30.79064191	23.01582108	6.299081624	64.52712965	0.664136791	0.667076103	0.245624566	0.164562181	1.098492066	1.283281962	0	0	NA	126.938	75.0924	NA	5861.256348	29.6	NA
31.7	23	54.89559555	91.66296387	29.34251608	NA	5.957610687	NA	0.183202417	0.52178443	0.315228864	0.29082184	NA	NA	0.002090546	0	37.4832	127.024	NA	NA	NA	NA	23.9
NA	20.9	33.25118256	82.65509033	30.78701294	20.73996385	5.998076806	86.74512232	0.349716991	0.117670732	0.001633486	0.015419131	0	0	NA	NA	37.6046	126.991	212.335	2.785	NA	NA	NA
26.3	NA	64.24790192	98.23594666	29.27475686	23.41502335	NA	81.90767382	NA	0.222123917	0.218907861	0.112270017	0	0	0	0.05874455	37.6181	NA	NA	NA	5751.265137	29.7	NA
30	NA	56.14964676	91.01355743	30.30494814	24.71651976	NA	NA	0.139779233	0.216960113	NA	NA	0.002604167	0	NA	0	37.5237	126.909	17.2956	0.2223	5646.496582	32	NA
28.7	22.6	87.53526306	98.12563324	27.19320123	24.29768962	11.24773024	40.64060477	0.667373281	0.692810956	0.63632586	0.525665609	0.011935129	0.505122172	0.079492065	NA	37.645	127.022	45.716	2.5348	5807.132324	26.6	22.5
33.6	26.8	NA	81.32743835	34.29507979	NA	7.146755318	13.77526442	0.169355383	0.14394437	0.020657286	NA	0	NA	0	0	37.5776	NA	33.3068	NA	5096.946289	33.4	26
31.1	NA	73.00524902	99.48361206	29.04219315	25.3427439	12.71801845	61.19532936	0.232738701	NA	0.300818308	NA	0	0	0.003668542	1.552044258	NA	127.004	146.554	4.7296	5026.276855	32.5	25.4
32.4	26.9	45.73649979	NA	NA	27.12215678	NA	34.82389724	0.52408557	0.353512591	0.093687536	NA	0.031536142	0	0	NA	37.5776	127.083	NA	2.6865	NA	33.2	27.5
29.6	NA	NA	83.0027771	28.97113878	23.7490177	NA	74.64222288	0.127293251	0.231106224	0.360679755	0.001385472	NA	NA	NA	0	37.5102	NA	NA	0.1332	4559.627441	NA	NA
NA	26.6	68.06339264	93.25058746	31.97647317	27.67325459	8.905419449	54.58410088	0.509825714	0.454171623	0.130331031	0.200838417	NA	0.003364684	0	0	37.6046	127.032	44.7624	0.5141	5219.932129	NA	NA
30.8	NA	67.85626221	NA	30.13535544	23.14193423	8.127476871	75.17423002	NA	0.36901684	0.39732066	0.772820129	0	0	NA	NA	NA	127.099	53.4712	0.697	5854.449219	28.6	22.9
26.6	NA	74.51839447	92.12030029	NA	NA	5.656832099	30.15726523	0.542642984	0.624574315	NA	0.26595935	0.057626681	0.506696839	0	0	37.5102	127.042	54.6384	0.1457	NA	28.5	NA
30.9	23.8	NA	87.22451782	NA	25.31655834	7.568945845	54.38406368	NA	0.31415842	0.194713632	NA	0	0	0.001569701	NA	NA	127.086	21.9668	0.1332	5649.235352	32.7	25.2
NA	25	71.98287964	94.27741241	27.96859277	NA	8.244150003	47.14463355	0.787731148	NA	0.698916536	0.623536512	0.022121513	0.005673585	0	0	NA	127.024	56.4448	NA	5783.118164	NA	24.5
NA	21.3	NA	NA	NA	NA	NA	NA	0.341864401	0.200802816	NA	NA	0	0	0	0.008517967	37.5237	NA	NA	0.2713	5837.300781	33.2	22.3
NA	26	NA	87.31298828	31.77009103	26.1662084	NA	NA	0.21530809	NA	NA	NA	0	0.932888746	0	0	37.4832	NA	56.4448	1.2313	NA	33.9	26
28.4	23.2	NA	89.36790466	NA	NA	8.789325198	NA	NA	0.218827133	NA	0.000305145	0	0	0	0	37.5776	127.083	59.8324	2.6865	NA	NA	NA
25.1	NA	70.07104492	96.64041138	NA	23.47555795	8.908666432	75.65768717	0.700620797	0.658279147	0.272637568	0.343012962	NA	0.655569757	0	0.000674925	37.4967	NA	50.9312	NA	NA	29.7	23.1
NA	24.9	67.71302032	97.0956955	NA	22.31891752	10.66470265	NA	0.861813095	0.361203598	0.05958477	0.332074627	NA	0	NA	0	NA	NA	50.9312	0.4125	5720.690918	NA	22.9
30.1	21.1	55.31784439	87.24128723	29.43755046	NA	NA	73.69287074	0.071864032	0.221893102	0.314211977	NA	0	0	0	NA	37.4697	NA	82.2912	2.2579	5697.509766	28.4	21
30.3	21.5	51.359375	NA	31.25532835	23.83364607	NA	NA	NA	0.282069739	NA	0.101319218	0	0	NA	0	37.5776	NA	75.0924	1.7678	5708.634766	30.4	23.5
32	22.4	33.94055939	72.62632751	32.56404773	NA	5.857091924	67.25599774	NA	0.000741181	NA	0	NA	0	0	NA	37.5372	127.085	28.7	0.6233	4659.455078	NA	23.1
NA	24.5	NA	94.05745697	27.8375353	NA	9.18203638	17.74692634	0.844541627	NA	0.821259666	0.726141165	0.08919234	0.028765819	NA	0	37.5776	NA	33.3068	NA	5783.686035	25.6	NA
30	24	NA	91.58325195	NA	24.57826328	9.881338557	50.91234163	NA	0.614717447	0.564239886	NA	NA	NA	0.003524747	0.004799432	NA	NA	56.4448	1.2313	5719.58252	31.9	NA
31.6	23.7	50.42999268	81.59965515	NA	22.61287891	6.321704755	96.11250194	0.001903276	0.009583025	0.15493505	0.013395011	NA	0	NA	NA	37.5102	NA	NA	0.1332	4598.021973	30.4	NA
27.1	23.8	65.1855545	99.21414948	30.33228955	24.15710775	8.716302494	61.10775337	0.88663128	NA	0.249344922	0.168814777	NA	0.028131257	0	0	NA	NA	NA	2.5348	5787.545898	26.7	NA
29.5	25.5	NA	97.28049469	NA	25.39275817	7.729985217	61.55490736	0.425301612	0.198207048	0.260026492	0.090850986	NA	NA	NA	NA	37.645	NA	NA	2.5348	5365.759277	33	26.5
30.1	25.1	73.02901459	NA	NA	26.18514907	8.849348009	30.1777883	NA	NA	0.668670306	0.468183006	0	NA	0.03130956	NA	37.5372	NA	28.7	0.6233	5646.600098	NA	26.3
31.4	21.3	53.20500946	75.33470154	29.1760812	24.46426998	6.509018898	27.23337662	0.274108371	0.307917023	0.44399798	0.646943664	0	0	0	0.051290128	37.5507	126.937	NA	0.8552	NA	31	NA
28.2	23.3	NA	84.61265564	26.03830933	23.93425375	NA	36.65240065	0.512191671	NA	0.597719782	0.579404841	NA	0	NA	NA	37.4562	126.955	NA	NA	5735.364746	28.7	24.4
30.2	24	NA	90.7249527	NA	24.71354605	NA	29.06061065	NA	0.202299389	0.103065553	0.215657524	0.002604167	0	0	0	NA	NA	30.0464	0.8552	5665.998047	32.7	23.6
30.6	23.4	74.34344482	NA	23.47847011	21.28998979	8.055035373	78.71382078	0.744771621	0.619747003	0.762099506	NA	0.993871336	0.146222307	0.316202329	0.033559712	37.5102	127.042	54.6384	0.1457	5862.382813	NA	NA
NA	21.1	45.38487625	91.51605225	29.92605584	22.60526003	7.651550492	129.9533322	0.2069221	0.158922383	0.000629253	0	0	NA	0	0	37.6181	127.099	53.4712	NA	5756.279297	31.2	20
28.2	NA	NA	96.6576004	26.02110679	22.69070948	NA	51.0563641	0.654145502	0.820631286	NA	NA	0.691950679	3.246381454	0.050687851	NA	37.6181	127.099	53.4712	0.697	5700.312988	30.7	NA
NA	22.7	52.20623016	92.89256287	32.30864442	24.80496455	6.072291305	NA	0.600685916	NA	0.143069638	0.093394556	NA	0	NA	NA	37.5776	126.938	75.0924	NA	NA	NA	25
28.9	NA	NA	93.03031921	26.79355201	23.89154076	9.807853381	48.65473942	NA	NA	NA	0.684750524	0	0	NA	0	37.6181	NA	53.4712	0.697	5729.48584	29.3	24.2
NA	NA	51.02987289	94.56241608	NA	NA	5.857206106	126.1880747	0.207654986	0.206775819	NA	0.01525074	0	0	0	0	37.5507	127.135	35.038	0.5055	5546.319336	31.9	22.8
29.4	NA	38.53295517	NA	NA	22.15933793	6.031591266	58.84339915	0.027769801	0.06724021	NA	0.10775443	0	0	0	NA	37.6046	127.032	NA	0.5141	NA	31.7	19.5
NA	21.1	44.13637543	NA	30.15337931	20.9107195	6.449876567	NA	0.034285544	0.10248242	0.069654821	0.081247267	0	0.048956553	0.000367835	0	NA	127.004	146.554	4.7296	5932.124023	31.5	NA
32.7	25.5	21.66367912	NA	35.27493107	24.86833988	NA	86.38331548	NA	0.103138818	0.036954645	0.044219476	NA	NA	0	0	37.5372	NA	28.7	0.6233	5795.268066	33.9	NA
NA	26.3	NA	87.98403168	31.11410499	26.98903062	NA	21.79766117	0.176782181	0.262455612	0.289654117	NA	NA	NA	0.102508422	0	37.4967	NA	30.968	NA	NA	30.8	24.7
29.5	23.4	NA	78.75704956	NA	24.59891281	6.296727419	35.30674911	NA	0.267990454	0.279450046	0.001950165	0	NA	1.463227279	0	37.4967	126.927	30.968	NA	4563.606934	30.9	23.2
NA	24.3	42.63863373	86.72639465	NA	28.06848133	6.02170822	62.63905819	NA	NA	0.013567132	0.012142241	NA	0	0	NA	37.5372	NA	28.7	0.6233	NA	34.9	27
32.1	26.3	NA	NA	NA	NA	NA	12.97829823	0.48432583	0.346283112	0.089105694	0.043702446	NA	NA	0	0	37.5507	127.04	26.298	0.5721	4999.018555	NA	NA
31.4	23.4	60.14890671	89.13375854	32.98889975	27.1969347	8.809657792	92.40940297	NA	0.218032795	NA	0.001256194	NA	NA	NA	0	NA	NA	82.2912	NA	5213.21875	33	25.7
NA	24.5	NA	96.43387604	NA	23.62532173	NA	63.54810115	0.727447325	0.454350892	0.090906903	0.1301313	1.529069126	0.076098379	0	NA	37.6046	127.032	44.7624	0.5141	5596.79834	29.5	22.3
26.5	23.2	NA	97.01361847	31.66149861	NA	8.744445801	27.83666517	NA	NA	0.069243704	0.076036583	3.623112141	0	NA	NA	37.5507	NA	26.298	NA	NA	NA	NA
33	27.1	72.73619843	92.94882202	31.64871839	27.71476277	NA	NA	NA	0.554529126	0.216284511	NA	NA	NA	0	0	NA	127.04	NA	0.5721	5211.047852	30.7	27.5
29	24.1	31.17115402	69.00458527	33.16044746	NA	5.617268999	NA	NA	0.074460312	NA	0.057935277	0	0	NA	NA	NA	126.97	19.5844	0.2713	5814.271973	35.1	NA
32	22.1	40.37334442	75.41159821	31.46154495	23.03549864	NA	100.9817608	0.011074138	NA	0.491526306	0.305215636	0	NA	0.109229843	0.018761985	37.5102	127.086	21.9668	0.1332	5827.82959	30.7	NA
29.9	24.7	NA	NA	26.20802864	25.21240898	NA	38.49229356	0.716294902	0.904404269	NA	0.541911812	0.039293229	2.073851209	NA	NA	37.4697	NA	NA	1.5629	5605.083984	26.9	25
32.9	NA	NA	84.82976532	31.15120324	26.62726097	5.477575123	NA	0.09803564	0.108751103	NA	NA	0	0	0	0	37.4697	NA	NA	2.2579	5030.400879	32.6	NA
25.8	NA	62.4569931	95.99954987	29.6182359	24.01476587	8.82823956	33.14202491	0.920777953	NA	0.458073524	0.390952695	2.164138757	NA	NA	0	NA	126.937	30.0464	0.8552	5798.013184	25.6	24
32.8	22.2	NA	95.48412323	NA	22.64897459	7.252384384	47.12039671	0.112357628	NA	0.568982864	0.457686454	0	0	0	0	NA	126.826	50.9312	0.4125	5785.769043	29.5	NA
NA	24.7	74.62240601	88.07929993	27.49102965	25.83166893	9.686432223	NA	NA	NA	0.65837529	0.509874365	0.005722842	0.173597217	0.064194418	0	37.5507	126.937	30.0464	0.8552	5649.52832	29	25
30.3	24.6	53.59676743	84.94446564	31.14630151	NA	NA	93.09217831	0.180348263	0.179284705	0.130400223	NA	NA	0	NA	NA	NA	127.024	56.4448	1.2313	5413.949219	NA	24.6
NA	26.2	43.89614487	93.23899078	33.02926609	NA	9.038387458	55.31156913	0.642186109	NA	3.6e-05	NA	NA	NA	0	0	37.5507	126.988	132.118	NA	5238.246582	30.7	25.1
33.7	23.2	71.27071381	87.95554352	26.91836449	23.13078917	7.311023811	57.75833225	0.076527565	0.280801267	0.527060112	0.441362998	0	0	NA	0	37.4832	127.024	56.4448	1.2313	5771.630371	30.2	23
29.1	NA	50.79122162	79.58302307	28.45758052	21.6818446	8.124173899	103.5618008	0.025239143	0.123740409	0.471430677	0.313619726	NA	NA	NA	0	37.6046	126.991	212.335	2.785	5968.809082	26.7	20.7
32.2	NA	NA	NA	NA	24.45458269	NA	NA	0.074489732	0.058867247	0.224075642	0.268028963	0	0	0	0	NA	NA	28.7	0.6233	5535.501465	32.2	23.6
29.6	NA	38.11119843	92.75265503	29.77904669	22.8487319	5.661351532	NA	0.739384437	NA	0.20888158	NA	NA	NA	NA	0	37.5507	127.135	35.038	NA	5826.661133	28.8	21.6
33.2	25.9	35.71989822	88.59954834	NA	23.14602298	8.866996775	67.87695765	0.103802201	0.079965351	0	0.110512595	0	NA	0	0	37.5102	NA	NA	0.1457	5793.142578	33.6	NA
NA	NA	55.46802902	NA	NA	NA	6.17039447	49.68810956	NA	NA	0.449361007	NA	NA	0	0	NA	NA	127.032	44.7624	NA	5863.956055	30.9	NA
NA	27	70.35686493	90.85025787	30.64756613	26.72980827	6.909355879	70.82193542	NA	0.250721109	0.232507106	0.163129836	0	0	0.245507598	0	37.5372	126.891	15.5876	0.1554	5309.287109	31.5	26.7
NA	23.1	61.362854	NA	28.88269483	NA	NA	131.6990705	0.098112537	NA	0.207177542	NA	0	0	NA	0	37.5776	126.838	12.37	NA	5517.044434	30.8	22.4
NA	18.5	NA	87.18238068	31.75984908	20.3884271	6.16553551	NA	0.028272447	NA	0.099478244	0.141947332	0	0	NA	0	37.6181	127.099	53.4712	0.697	NA	31.8	18.2
NA	23.1	60.66516113	NA	28.94947928	22.24222539	5.35889263	60.94271081	0.225512544	0.516217527	0.262979822	0.150924427	0	0.123720179	NA	0	37.645	127.022	45.716	2.5348	NA	NA	23.7
33	24.2	40.34065247	NA	30.98729051	NA	7.216708789	NA	0.055319654	0.000361581	0	0	0	NA	0	NA	37.645	127.022	45.716	2.5348	5776.879395	NA	23.2
26.5	23.8	63.98156738	96.19036102	29.43675904	23.99404257	NA	39.34749246	0.901555138	0.595205365	0.456475261	0.353140147	NA	NA	0	0	NA	NA	17.2956	NA	5780.575684	26.7	24.9
NA	NA	NA	91.90457916	31.12732271	26.2613829	6.687142998	93.38184539	NA	0.243043788	NA	0.182081092	NA	0.000400543	NA	0	NA	NA	NA	0.697	5328.76416	30.1	24.1
29.3	23.3	NA	96.51292419	25.98515704	23.75717088	7.538758953	49.81686074	0.683843609	NA	0.320993876	0.39590442	NA	NA	1.44077347	NA	NA	126.927	30.968	0.618	5685.721191	NA	21.2
30.4	24.2	69.06572723	91.07239532	NA	NA	8.481861194	NA	0.216871076	0.577821644	0.719063346	NA	0	NA	0.008498895	NA	37.4697	126.91	NA	1.5629	5623.22168	28.2	24.7
29.6	NA	51.4695549	83.99359894	34.73272969	25.44865435	5.902815531	79.15464401	0.571592587	0.378525101	NA	0.629678469	0	0	2.187911391	NA	37.5237	126.909	17.2956	0.2223	5790.700195	NA	25.6
28	23.3	NA	95.74264526	32.35338492	23.82650258	6.715577553	49.89441578	NA	0.471478888	0.180969968	0.038712514	0.09699408	NA	0	NA	37.6046	NA	44.7624	0.5141	5844.398438	30	21.7
NA	NA	56.16716766	83.69354248	31.71419566	NA	7.122172356	39.58851957	0.292694743	0.296288129	0.098107427	0.113283224	0	NA	NA	0	NA	126.938	NA	1.7678	5069.371094	33	24.5
32.8	NA	82.78269959	NA	NA	27.44649516	NA	53.341971	0.272109504	0.568740809	0.291553217	0.107240929	NA	NA	0	NA	37.4697	126.995	82.2912	2.2579	5184.143555	31.1	26.2
24	22.2	NA	95.38809204	29.70453817	23.12111831	8.38079085	NA	NA	0.688299298	0.381352034	0.37232132	3.947276862	NA	0	0	NA	126.988	NA	0.5931	5794.26709	28.7	NA
NA	24.3	60.18156052	94.66894531	27.01135936	22.53593016	6.482237786	123.8861168	NA	NA	0.034775456	0.161039455	NA	NA	0	0	37.5776	NA	12.37	0.0985	NA	27.8	21.9
NA	23.5	NA	NA	29.57168629	25.65871567	10.11971333	29.58868549	0.233663033	NA	0.273511195	NA	0	0	0	0	37.5776	126.938	75.0924	1.7678	NA	30.6	NA
32.8	NA	NA	94.06112671	31.81365042	NA	7.895966411	137.8176872	0.02749279	NA	NA	0.007484931	0	0	0	NA	NA	127.099	53.4712	0.697	5791.961914	33.7	NA
30.4	21.8	NA	85.01377106	NA	NA	NA	85.65760525	0.02348879	NA	0.179012712	0.079081604	0	0	NA	0	37.4832	NA	56.4448	1.2313	5864.952637	32.8	21.8
26.9	NA	57.36365128	95.06461334	30.80907712	NA	8.142779996	NA	0.894992898	NA	0.469159157	0.430877925	NA	NA	0	0	NA	127.058	33.3068	0.2661	5794.317871	26.3	24.4
29.1	NA	75.82430267	NA	NA	25.08985442	8.757171581	45.82196045	0.79283036	NA	NA	0.69072067	5.75860408	20.41414674	0.080925892	3.062538579	NA	NA	59.8324	2.6865	NA	29.7	24
31.2	23.3	50.27095795	80.46395874	29.52996688	23.71940874	6.089370459	NA	0.137296837	NA	0.35648325	0.000558178	0	NA	0.02324911	0	37.5372	127.085	28.7	NA	NA	32.1	22.9
27.7	23.6	NA	86.93939209	28.79507464	NA	NA	17.89218038	NA	0.33327465	NA	0.226120463	0.017972805	NA	0	0	NA	126.988	NA	0.5931	5428.586426	NA	24.8
NA	27.1	77.63656616	93.23701477	NA	27.47178021	9.047454079	28.77945081	0.346386729	NA	NA	0.190463101	1.048176209	0.250442605	0	0	37.4967	126.927	30.968	0.618	NA	31.3	27.4
NA	NA	62.74357605	90.56828308	28.37812286	NA	11.70179192	78.72146373	0.606684894	0.890558138	0.765460797	NA	0.543196224	11.49145773	NA	2.75996574	37.5776	127.058	NA	0.2661	5858.20166	28.1	21.8
29.2	NA	65.16533661	96.39324951	27.86269198	22.79135755	9.775165319	80.87886651	0.889143131	NA	0.075045181	0.341798984	NA	0	0	0	37.5372	NA	15.5876	0.1554	5694.667969	26.2	23.9
31.1	22.4	67.26273346	98.65275574	NA	22.22127651	8.240228732	53.85466397	0.060837584	0.082456107	0.59590023	0.92121819	NA	NA	0.01874544	7.818762228	37.645	127.022	NA	NA	5815.985352	29.9	NA
30.9	NA	NA	92.93717194	31.29833051	NA	6.77773869	96.0823396	0.118701543	0.170295439	0.02837741	0.007050984	NA	0	0	0	NA	127.086	NA	0.1332	NA	32.4	24.4
29.6	19.8	NA	NA	29.78991307	NA	8.405486027	21.17835351	NA	0.521319569	0.467606858	NA	NA	0	0	0.048567201	37.5507	126.937	30.0464	0.8552	5849.007324	27.1	22.5
32.8	25.6	NA	92.33444977	34.94923217	NA	7.671991805	75.53515625	0.643108894	NA	0.043992478	0.052068996	0.358221718	0	NA	NA	NA	127.042	54.6384	0.1457	5803.875	33.8	25.9
NA	23.7	85.43811035	98.01972198	NA	23.86665555	12.08639197	NA	0.629340505	0.713178972	NA	0.655791482	0	0	0.11214883	0	NA	NA	NA	2.5348	5714.666992	29.1	25.1
34	25.9	NA	78.82138824	33.71643177	NA	NA	66.99548554	0.191649521	0.008470933	0	0.014767581	0	0	0	0	37.5372	127.085	28.7	0.6233	4874.494141	33.4	23.5
NA	27.2	60.4738884	93.40576172	31.0953593	26.3823622	NA	88.18943473	0.173206515	0.483151557	0.208209643	0.521597765	0	0	0.027609008	0.298437764	NA	127.024	56.4448	NA	4919.47168	33.5	27.3
NA	26.8	NA	89.19369507	31.83002327	26.87524246	NA	96.37644609	0.503827482	0.344440169	0.071867452	NA	0.049013476	0	0	0	37.5102	127.086	21.9668	0.1332	NA	NA	27.1
31.6	NA	51.28834915	NA	NA	NA	6.423992604	28.71928795	0.251017448	0.25629401	NA	0.131399843	NA	NA	NA	0	37.5507	NA	132.118	0.5931	5924.328613	NA	NA
29.5	22.8	NA	94.8296051	29.84548673	24.41927002	NA	129.5717637	0.782299127	0.304680636	0.162083524	NA	NA	0	0	0	37.6181	127.099	53.4712	NA	NA	NA	NA
31.4	22.6	60.17795181	92.71781921	NA	20.89178378	6.74926884	79.22836969	0	0.013639454	0.05858467	0.010421798	0	NA	NA	0	NA	NA	146.554	NA	4709.024414	29.4	NA
33.1	NA	NA	90.98396301	29.40056159	NA	5.308652411	86.88741446	0.190838995	0.666670781	0.161884237	NA	0.00244551	NA	NA	NA	37.6181	127.099	NA	NA	NA	29.6	20.9
33.9	26.1	77.0674057	95.07606506	NA	NA	4.102709254	NA	0.876000697	NA	0.720482687	NA	5.774027566	3.72996062	NA	0	37.5507	127.135	35.038	0.5055	4750.573242	28.5	NA
32.4	NA	39.11624527	95.76335907	32.63323913	24.23063551	6.967830787	NA	0.414195956	0.097196569	0.109739685	NA	0.054597239	NA	0	0	NA	126.838	NA	0.0985	5779.666992	33.4	24.1
28.5	NA	59.15698242	NA	NA	22.45546134	7.372384618	NA	0.800004229	NA	0.09092034	0.052486937	0.004361343	NA	0	NA	NA	126.909	17.2956	0.2223	5746.661133	NA	NA
28.3	NA	NA	NA	NA	21.21800283	7.443331639	25.24303985	0.183920457	0.183178632	NA	0.193874125	NA	0	NA	0	37.5507	126.988	132.118	0.5931	NA	28.8	19.8
NA	NA	43.93538666	NA	34.8744001	NA	6.09890001	NA	NA	NA	0.201210635	0.598381914	0	NA	0	0	NA	126.97	NA	NA	4790.469727	33.3	27.4
24.8	22.2	36.1809082	NA	31.4584195	20.79259149	5.866505196	32.51423009	0.388126822	0.202979092	NA	NA	NA	0	0	0	NA	127.083	59.8324	2.6865	5842.81543	NA	21.8
NA	NA	50.57827377	NA	29.76846991	NA	NA	20.97769215	0.155391669	NA	0.346546525	0.237250491	0	NA	0	0	NA	NA	132.118	0.5931	5766.102051	29.3	21.9
27.3	24	NA	73.98091888	33.56051367	22.9523563	5.6149909	NA	NA	0.103450377	0.013987072	NA	0	0	0	0	37.5507	NA	NA	NA	5818.526855	33.7	21.8
NA	23.8	NA	95.17761993	NA	22.7337841	9.503105442	45.6681157	NA	NA	0.977426254	0.884277683	NA	3.0215816	NA	NA	37.4967	NA	NA	0.618	5766.149414	24.5	23.2
27.5	22.5	55.5191536	NA	27.97672585	NA	10.06820198	65.56205275	0.232742538	0.155971929	NA	0.001166544	0	0	0	0	37.4562	126.955	208.507	5.1782	5880.977539	NA	19.1
27.5	23.7	63.33701324	91.68138886	28.04958847	22.64322013	7.784015357	43.4228935	0.269660463	0.204194069	0.077777064	0.206764164	NA	0	NA	0	NA	NA	52.518	1.5629	5567.564453	30.7	22.9
27.4	22.7	62.46504974	92.91571808	27.98777664	NA	NA	95.36429147	0.223349502	0.163866359	0.037362634	NA	0	0	NA	0	NA	126.995	82.2912	2.2579	5556.628906	29.8	21.3
31.8	23.6	47.80940628	NA	29.93976172	NA	6.55035755	55.8489426	NA	0.009773225	0.152344771	0.032190856	NA	NA	0	0	37.5102	127.042	54.6384	0.1457	4615.641113	30.3	24.6
31.1	NA	53.6713562	91.00517273	NA	NA	5.287235131	79.39602506	0.279055885	0.318502474	0.444238267	0.55889654	NA	NA	0.017885353	0.037857433	37.4832	127.024	NA	NA	5460.839355	31.9	23.9
28.5	23.4	41.21593094	78.87254334	NA	NA	8.038477341	15.33715653	0.221876426	0.18786116	0.235796707	0.262725016	0	0	0	0	37.4967	126.927	NA	0.618	4445.691406	NA	21
